employee_id,name,subsidiary,division,department,role,level,fte,manager_id,performance_score,engagement_score,market_pull,key_person_dependency,attrition_risk,tenure_years,salary_grade
E0344,Hoàng Thị Hà,Genesis Fund & Innovation,Manufacturing,Production,Production Specialist,Specialist,1,E0496,66.2,75.4,53,65,36.3,6.5,G6
E0345,Hồ Gia Chi,Genesis Human Resources Services,Corporate,Finance,Finance Staff,Staff,1,E0562,70.5,56.4,72,36,47.7,5.9,G3
E0346,Bùi Đức Hải,Genesis Green Manufacturing,CSR,Sustainability,Sustainability Senior Specialist,Senior Specialist,1,E0050,68.7,53.1,41,70,48.5,1.5,G4
E0347,Vũ Đức An,Genesis Holding Office,Executive,Transformation Office,Transformation Office Staff,Staff,1,E0765,73.4,78.7,46,45,28.7,4.2,G6
E0348,Nguyễn Minh Trang,Genesis Fund & Innovation,Manufacturing,Production,Production Specialist,Specialist,1,E0753,73.0,68.2,55,86,52.4,5.3,G10
E0349,Phạm Ngọc Tuấn,Genesis Holding Office,Manufacturing,Quality,Quality Staff,Staff,1,E0142,81.1,55.8,43,26,35.6,1.4,G4
E0350,Phạm Gia Quân,Genesis Human Resources Services,Corporate,Finance,Finance Supervisor,Supervisor,1,CEO,88.2,77.0,61,43,40.1,1.2,G9
E0351,Hoàng Ngọc Thảo,Genesis Fund & Innovation,Manufacturing,Supply Chain,Supply Chain Staff,Staff,1,E0407,78.8,80.6,33,15,24.4,5.6,G2
E0352,Phạm Đức Việt,Genesis Green Manufacturing,Manufacturing,Supply Chain,Supply Chain Staff,Staff,1,E0036,71.8,99.0,41,60,28.3,3.0,G3
E0353,Lê Văn Sơn,Genesis Social Responsibility Platform,Corporate,Finance,Finance Specialist,Specialist,1,E0827,71.3,75.9,91,78,53.4,2.3,G5
E0354,Đặng Ngọc Dũng,Genesis Holding Office,Commercial,Sales,Sales Specialist,Specialist,1,E0184,99.0,58.9,51,94,48.7,1.3,G4
E0355,Trần Minh Chi,Genesis Fund & Innovation,Manufacturing,Production,Production Manager,Manager,1,CEO,87.2,74.6,42,87,40.3,7.2,G3
E0356,Bùi Ngọc Việt,Genesis Social Responsibility Platform,Technology,Data & AI,Data & AI Senior Manager,Senior Manager,1,CEO,90.5,72.2,77,57,40.9,3.2,G9
E0357,Đỗ Đức Dũng,Genesis Holding Office,CSR,Sustainability,Sustainability Specialist,Specialist,1,E0458,83.0,74.0,74,90,46.2,3.5,G9
E0358,Hoàng Văn Tâm,Genesis Social Responsibility Platform,Technology,IT,IT Manager,Manager,1,CEO,59.1,98.2,92,63,30.7,5.5,G8
E0359,Hồ Gia Linh,Genesis Green Manufacturing,Manufacturing,Production,Production Senior Specialist,Senior Specialist,1,E0183,73.5,84.8,64,75,41.7,1.5,G4
E0360,Lê Đức Dũng,Genesis Social Responsibility Platform,Corporate,Finance,Finance Staff,Staff,1,E0829,80.7,89.8,87,33,35.9,3.0,G3
E0361,Hoàng Minh Dũng,Genesis Fund & Innovation,Manufacturing,Quality,Quality Senior Specialist,Senior Specialist,1,E0815,83.7,79.2,57,95,48.7,3.5,G3
E0362,Phạm Ngọc Linh,Genesis Holding Office,Executive,Transformation Office,Transformation Office Supervisor,Supervisor,1,CEO,99.0,85.0,39,64,23.1,5.0,G2
E0363,Trần Ngọc Phúc,Genesis Fund & Innovation,Corporate,HR,HR Specialist,Specialist,1,E0290,77.9,59.5,27,60,44.2,4.6,G7
E0364,Đặng Thu Trang,Genesis Social Responsibility Platform,Corporate,Finance,Finance Specialist,Specialist,1,E0910,75.5,90.1,69,89,41.7,3.3,G2
E0365,Trần Ngọc Hải,Genesis Holding Office,Manufacturing,Maintenance,Maintenance Senior Manager,Senior Manager,1,CEO,80.7,70.6,73,61,44.6,1.8,G3
E0366,Vũ Thu Hà,Genesis Holding Office,Corporate,HR,HR Specialist,Specialist,1,E0086,84.2,98.3,22,91,30.6,1.0,G10
E0367,Bùi Đức Quân,Genesis Holding Office,Manufacturing,Production,Production Staff,Staff,1,E0474,85.4,67.4,29,57,27.4,2.9,G3
E0368,Hồ Văn Hải,Genesis Holding Office,Manufacturing,Supply Chain,Supply Chain Senior Specialist,Senior Specialist,1,E0036,76.2,97.1,73,84,31.2,10.4,G9
E0369,Bùi Gia Hải,Genesis Green Manufacturing,Manufacturing,Production,Production Supervisor,Supervisor,1,CEO,59.9,81.3,52,48,35.1,2.8,G2
E0370,Nguyễn Thu Bình,Genesis Holding Office,Technology,IT,IT Staff,Staff,1,E0193,74.5,79.7,88,58,38.2,5.2,G9
E0371,Hồ Thị An,Genesis Holding Office,Corporate,HR,HR Manager,Manager,1,CEO,89.2,65.5,71,60,50.3,3.2,G5
E0372,Đỗ Minh Minh,Genesis Green Manufacturing,Manufacturing,Supply Chain,Supply Chain Specialist,Specialist,1,E0407,69.2,54.2,27,94,42.2,6.7,G4
E0373,Đỗ Gia Chi,Genesis Human Resources Services,Manufacturing,Production,Production Specialist,Specialist,1,E0906,52.8,59.0,44,98,47.3,5.8,G7
E0374,Phạm Ngọc Minh,Genesis Social Responsibility Platform,Manufacturing,Maintenance,Maintenance Manager,Manager,1,CEO,70.6,88.5,24,89,33.1,5.7,G5
E0375,Lê Gia Phúc,Genesis Human Resources Services,Corporate,HR,HR Staff,Staff,1,E0062,67.8,85.4,29,20,18.4,0.8,G9
E0376,Đặng Gia Phúc,Genesis Human Resources Services,Executive,Transformation Office,Transformation Office Senior Specialist,Senior Specialist,1,E0082,81.1,64.8,42,88,48.0,3.0,G4
E0377,Bùi Gia Bình,Genesis Green Manufacturing,Manufacturing,Supply Chain,Supply Chain Staff,Staff,1,E0434,65.1,82.1,43,52,36.3,3.2,G7
E0378,Đặng Thị Chi,Genesis Human Resources Services,Corporate,HR,HR Staff,Staff,1,E0611,67.8,68.3,53,17,29.8,1.6,G8
E0379,Nguyễn Gia Linh,Genesis Holding Office,Executive,CEO Office,CEO Office Specialist,Specialist,1,E0784,89.3,61.9,56,62,40.1,1.3,G10
E0380,Bùi Thu Hà,Genesis Fund & Innovation,Manufacturing,Maintenance,Maintenance Staff,Staff,1,E0158,92.7,53.3,73,22,44.5,0.4,G3
E0381,Hoàng Văn Linh,Genesis Green Manufacturing,Investment,Research,Research Manager,Manager,1,CEO,68.4,75.3,57,89,41.8,4.0,G4
E0382,Bùi Văn Linh,Genesis Social Responsibility Platform,Corporate,HR,HR Staff,Staff,1,E0936,83.0,69.9,70,15,35.4,3.8,G9
E0383,Đỗ Thu Thảo,Genesis Green Manufacturing,Corporate,Finance,Finance Staff,Staff,1,E0562,91.4,32.9,66,22,54.8,9.9,G7
E0384,Lê Ngọc Sơn,Genesis Human Resources Services,Commercial,Sales,Sales Staff,Staff,1,E0675,59.8,87.2,57,12,19.4,1.9,G7
E0385,Hoàng Thu Chi,Genesis Holding Office,Executive,Transformation Office,Transformation Office Manager,Manager,1,CEO,66.9,93.5,43,95,33.7,2.4,G2
E0386,Nguyễn Ngọc Trang,Genesis Green Manufacturing,Executive,Transformation Office,Transformation Office Senior Specialist,Senior Specialist,1,E0362,87.2,78.7,38,91,45.2,3.4,G4
E0387,Phạm Thu Linh,Genesis Human Resources Services,Manufacturing,Production,Production Staff,Staff,1,E0451,80.8,71.0,61,19,34.1,6.0,G9
E0388,Nguyễn Thị Dũng,Genesis Human Resources Services,Manufacturing,Production,Production Supervisor,Supervisor,1,CEO,74.0,71.5,54,35,37.1,8.0,G5
E0389,Đặng Gia Linh,Genesis Human Resources Services,Technology,IT,IT Senior Specialist,Senior Specialist,1,E0193,80.8,80.0,66,72,36.8,1.4,G2
E0390,Lê Đức An,Genesis Fund & Innovation,Technology,Data & AI,Data & AI Senior Specialist,Senior Specialist,1,E0419,71.0,95.5,60,93,37.0,9.2,G10
E0391,Vũ Văn Dũng,Genesis Human Resources Services,Manufacturing,Production,Production Staff,Staff,1,E0410,69.2,78.8,73,20,29.2,3.9,G9
E0392,Đặng Ngọc Dũng,Genesis Green Manufacturing,Commercial,Customer Success,Customer Success Staff,Staff,1,E0121,79.4,54.3,26,12,23.3,0.7,G2
E0393,Trần Gia Yến,Genesis Holding Office,Manufacturing,Production,Production Supervisor,Supervisor,1,CEO,87.6,87.9,44,16,12.9,3.5,G8
E0394,Hồ Đức Việt,Genesis Holding Office,Manufacturing,Production,Production Staff,Staff,1,E0668,70.3,68.2,72,12,40.2,3.6,G2
E0395,Trần Văn Việt,Genesis Holding Office,Manufacturing,Production,Production Specialist,Specialist,1,E0388,92.5,67.1,48,94,45.2,7.5,G3
E0396,Bùi Ngọc Tâm,Genesis Green Manufacturing,Manufacturing,Supply Chain,Supply Chain Supervisor,Supervisor,1,CEO,58.6,89.6,56,13,18.3,0.5,G2
E0397,Trần Văn Tuấn,Genesis Human Resources Services,Executive,Strategy,Strategy Supervisor,Supervisor,1,CEO,80.5,72.0,67,43,37.7,8.9,G9
E0398,Hồ Minh Việt,Genesis Fund & Innovation,Executive,Strategy,Strategy Specialist,Specialist,1,E0456,77.3,77.4,73,76,47.3,3.2,G4
E0399,Nguyễn Minh Mai,Genesis Holding Office,Manufacturing,Production,Production Staff,Staff,1,E0299,95.4,71.4,34,11,26.1,4.8,G9
E0400,Hoàng Ngọc Mai,Genesis Human Resources Services,Technology,Data & AI,Data & AI Specialist,Specialist,1,E0702,69.0,86.8,59,62,39.3,8.6,G8
E0401,Đỗ Thị Mai,Genesis Social Responsibility Platform,Manufacturing,Production,Production Senior Specialist,Senior Specialist,1,E0751,89.3,98.9,64,78,35.2,2.1,G4
E0402,Lê Minh Quân,Genesis Green Manufacturing,Manufacturing,Production,Production Specialist,Specialist,1,E0928,70.4,66.3,56,69,49.0,9.2,G3
E0403,Đặng Minh Phúc,Genesis Holding Office,Commercial,Sales,Sales Staff,Staff,1,E0721,75.4,94.0,65,24,30.4,2.5,G8
E0404,Đặng Minh Chi,Genesis Social Responsibility Platform,Manufacturing,Quality,Quality Specialist,Specialist,1,E0266,78.4,90.9,41,56,26.9,2.6,G5
E0405,Bùi Gia Yến,Genesis Fund & Innovation,Technology,IT,IT Specialist,Specialist,1,E0193,84.5,81.5,87,93,51.2,5.5,G6
E0406,Phạm Văn Trang,Genesis Human Resources Services,Manufacturing,Supply Chain,Supply Chain Specialist,Specialist,1,E0661,76.7,82.6,50,93,34.5,2.7,G10
E0407,Bùi Thu Thảo,Genesis Holding Office,Manufacturing,Supply Chain,Supply Chain Senior Manager,Senior Manager,1,CEO,78.2,57.7,23,66,38.0,2.3,G7
E0408,Đặng Minh Quân,Genesis Fund & Innovation,Corporate,Finance,Finance Specialist,Specialist,1,E0910,73.2,80.2,87,86,55.0,9.6,G2
E0409,Hoàng Ngọc Mai,Genesis Holding Office,Corporate,HR,HR Staff,Staff,1,E0974,79.2,68.6,31,62,28.4,9.0,G10
E0410,Đỗ Văn Mai,Genesis Fund & Innovation,Manufacturing,Production,Production Supervisor,Supervisor,1,CEO,82.4,79.3,49,63,34.9,3.7,G4
E0411,Vũ Thu Trang,Genesis Holding Office,Corporate,HR,HR Senior Specialist,Senior Specialist,1,E0611,72.7,76.3,42,96,41.9,2.4,G9
E0412,Lê Thu Hải,Genesis Holding Office,Commercial,Sales,Sales Staff,Staff,1,E0089,48.0,66.7,90,36,40.9,7.3,G4
E0413,Đặng Gia Tuấn,Genesis Social Responsibility Platform,Technology,IT,IT Senior Specialist,Senior Specialist,1,E0939,80.5,69.3,82,70,49.0,3.9,G2
E0414,Đặng Thị Tâm,Genesis Green Manufacturing,Technology,IT,IT Manager,Manager,1,CEO,85.2,70.8,67,58,48.4,4.2,G2
E0415,Hoàng Gia Chi,Genesis Fund & Innovation,Commercial,Sales,Sales Specialist,Specialist,1,E0946,80.4,62.2,63,61,39.6,4.5,G9
E0416,Vũ Văn Hải,Genesis Green Manufacturing,Corporate,HR,HR Staff,Staff,1,E0290,57.4,74.7,50,17,28.4,1.4,G3
E0417,Hồ Thu An,Genesis Holding Office,Commercial,Marketing,Marketing Senior Manager,Senior Manager,1,CEO,71.0,99.0,39,98,37.2,5.2,G7
E0418,Lê Thị Minh,Genesis Holding Office,Manufacturing,Production,Production Specialist,Specialist,1,E0995,63.4,61.1,33,62,46.6,5.5,G9
E0419,Phạm Gia Dũng,Genesis Green Manufacturing,Technology,Data & AI,Data & AI Senior Manager,Senior Manager,1,CEO,71.5,67.7,53,55,35.0,0.8,G5
E0420,Bùi Đức Việt,Genesis Green Manufacturing,Manufacturing,Supply Chain,Supply Chain Staff,Staff,1,E0656,99.0,74.2,43,15,29.5,0.7,G10
E0421,Trần Minh Chi,Genesis Human Resources Services,Manufacturing,Production,Production Senior Specialist,Senior Specialist,1,E0687,81.6,59.9,71,70,56.0,0.9,G9
E0422,Trần Đức Hải,Genesis Human Resources Services,Manufacturing,Production,Production Staff,Staff,1,E0474,76.0,77.1,49,39,35.8,3.9,G8
E0423,Nguyễn Minh Thảo,Genesis Holding Office,Manufacturing,Production,Production Specialist,Specialist,1,E0906,52.8,69.5,42,81,43.4,7.5,G2
E0424,Phạm Thị Bình,Genesis Human Resources Services,Commercial,Sales,Sales Senior Specialist,Senior Specialist,1,E0471,81.0,49.2,86,74,54.8,1.7,G7
E0425,Đặng Văn Thảo,Genesis Social Responsibility Platform,Manufacturing,Supply Chain,Supply Chain Specialist,Specialist,1,E0396,83.2,62.3,67,63,40.7,10.4,G6
E0426,Nguyễn Đức Nam,Genesis Green Manufacturing,Commercial,Sales,Sales Specialist,Specialist,1,E0528,58.0,68.7,78,79,50.6,5.0,G3
E0427,Hoàng Văn Mai,Genesis Fund & Innovation,CSR,Sustainability,Sustainability Staff,Staff,1,E0984,60.9,47.8,64,33,41.6,6.2,G6
E0428,Đặng Đức Phúc,Genesis Social Responsibility Platform,Commercial,Marketing,Marketing Staff,Staff,1,E0228,69.6,78.5,61,41,35.2,2.4,G10
E0429,Hồ Gia Thảo,Genesis Social Responsibility Platform,Investment,Research,Research Senior Specialist,Senior Specialist,1,E1000,80.6,95.0,55,73,34.9,5.7,G8
E0430,Vũ Gia Nam,Genesis Green Manufacturing,Commercial,Marketing,Marketing Staff,Staff,1,E0228,96.2,83.6,20,51,26.2,6.4,G3
E0431,Nguyễn Ngọc Thảo,Genesis Social Responsibility Platform,Corporate,HR,HR Staff,Staff,1,E0233,62.3,59.1,29,14,22.4,10.4,G2
E0432,Đỗ Thu Mai,Genesis Social Responsibility Platform,Executive,CEO Office,CEO Office Manager,Manager,1,CEO,75.4,71.0,64,81,40.2,2.0,G3
E0433,Phạm Văn Linh,Genesis Social Responsibility Platform,Manufacturing,Quality,Quality Staff,Staff,1,E0202,76.4,90.1,39,33,20.7,2.1,G4
E0434,Hồ Văn Mai,Genesis Holding Office,Manufacturing,Supply Chain,Supply Chain Supervisor,Supervisor,1,CEO,86.2,91.1,64,41,22.2,9.6,G9
E0435,Hoàng Thu Việt,Genesis Green Manufacturing,Executive,Strategy,Strategy Staff,Staff,1,E0456,71.8,63.8,52,21,36.0,5.9,G7
E0436,Đỗ Ngọc Minh,Genesis Fund & Innovation,Commercial,Sales,Sales Specialist,Specialist,1,E0721,84.6,69.8,72,92,49.0,6.4,G2
E0437,Hoàng Văn Bình,Genesis Holding Office,Manufacturing,Quality,Quality Staff,Staff,1,E0202,74.4,62.9,53,16,27.4,0.4,G4
E0438,Đỗ Minh Mai,Genesis Fund & Innovation,Commercial,Marketing,Marketing Staff,Staff,1,E0908,79.0,67.4,42,56,31.9,2.4,G4
E0439,Đỗ Đức Thảo,Genesis Holding Office,Commercial,Sales,Sales Staff,Staff,1,E0946,89.3,99.0,50,52,21.3,3.5,G5
E0440,Bùi Thu Tâm,Genesis Green Manufacturing,Manufacturing,Supply Chain,Supply Chain Senior Specialist,Senior Specialist,1,E0484,82.6,77.7,23,57,23.8,2.7,G5
E0441,Đỗ Gia Dũng,Genesis Human Resources Services,Manufacturing,Production,Production Specialist,Specialist,1,E0486,72.3,73.0,65,74,44.7,7.0,G2
E0442,Vũ Ngọc Yến,Genesis Holding Office,Manufacturing,Production,Production Specialist,Specialist,1,E0451,86.1,84.9,36,76,28.4,2.2,G7
E0443,Đặng Ngọc Long,Genesis Holding Office,Manufacturing,Production,Production Staff,Staff,1,E0551,95.6,53.4,59,10,40.2,4.5,G6
E0444,Nguyễn Thị Hà,Genesis Fund & Innovation,Corporate,HR,HR Manager,Manager,1,CEO,71.9,81.5,40,67,25.1,1.9,G7
E0445,Nguyễn Gia Tâm,Genesis Fund & Innovation,Corporate,Finance,Finance Staff,Staff,1,E0244,80.3,77.4,65,25,24.1,0.9,G8
E0446,Nguyễn Văn An,Genesis Human Resources Services,Corporate,HR,HR Manager,Manager,1,CEO,80.1,99.0,56,74,28.1,4.3,G2
E0447,Nguyễn Gia An,Genesis Green Manufacturing,Technology,Data & AI,Data & AI Senior Specialist,Senior Specialist,1,E0419,72.4,92.4,81,85,46.0,4.5,G7
E0448,Đặng Ngọc Trang,Genesis Fund & Innovation,Corporate,Finance,Finance Staff,Staff,1,E0878,74.6,73.6,89,36,45.5,6.2,G7
E0449,Đặng Thu Nam,Genesis Fund & Innovation,Commercial,Sales,Sales Senior Specialist,Senior Specialist,1,E0089,62.1,67.5,95,63,50.2,1.1,G4
E0450,Bùi Minh Chi,Genesis Green Manufacturing,Manufacturing,Production,Production Specialist,Specialist,1,E0410,49.1,62.2,21,93,44.2,3.0,G8
E0451,Đặng Đức Mai,Genesis Fund & Innovation,Manufacturing,Production,Production Manager,Manager,1,CEO,75.3,69.2,72,61,51.2,6.5,G4
E0452,Hồ Ngọc Trang,Genesis Fund & Innovation,Manufacturing,Production,Production Staff,Staff,1,E0551,94.8,80.0,26,12,16.9,5.9,G5
E0453,Bùi Thị Long,Genesis Holding Office,Manufacturing,Production,Production Staff,Staff,1,E0133,92.0,51.2,41,58,43.5,1.2,G5
E0454,Vũ Đức Nam,Genesis Fund & Innovation,Commercial,Sales,Sales Supervisor,Supervisor,1,CEO,63.4,56.1,76,20,49.6,4.5,G6
E0455,Lê Minh Sơn,Genesis Social Responsibility Platform,Manufacturing,Quality,Quality Supervisor,Supervisor,1,CEO,82.3,79.4,51,27,20.3,5.5,G4
E0456,Đỗ Minh Mai,Genesis Holding Office,Executive,Strategy,Strategy Supervisor,Supervisor,1,CEO,73.8,66.4,71,65,50.3,1.0,G7
E0457,Hoàng Văn Tuấn,Genesis Holding Office,Manufacturing,EHS,EHS Staff,Staff,1,E0714,78.1,78.4,24,49,28.8,0.8,G10
E0458,Đặng Đức Sơn,Genesis Human Resources Services,CSR,Sustainability,Sustainability Manager,Manager,1,CEO,84.2,64.3,49,76,47.5,3.4,G3
E0459,Vũ Ngọc Tuấn,Genesis Human Resources Services,Manufacturing,Production,Production Senior Specialist,Senior Specialist,1,E0907,80.8,79.7,28,59,36.2,5.3,G7
E0460,Lê Minh Bình,Genesis Human Resources Services,Commercial,Sales,Sales Staff,Staff,1,E0194,82.4,83.4,72,41,27.3,1.6,G3
E0461,Đỗ Thị Chi,Genesis Fund & Innovation,Manufacturing,Maintenance,Maintenance Supervisor,Supervisor,1,CEO,55.4,88.5,36,52,20.1,1.5,G7
E0462,Hoàng Thu Chi,Genesis Green Manufacturing,Manufacturing,Production,Production Staff,Staff,1,E0928,51.0,79.0,43,60,37.4,6.7,G2
E0463,Vũ Đức Trang,Genesis Fund & Innovation,Corporate,Legal,Legal Senior Specialist,Senior Specialist,1,E0941,71.8,64.3,68,80,52.0,7.0,G8
E0464,Bùi Đức Chi,Genesis Human Resources Services,Manufacturing,Production,Production Manager,Manager,1,CEO,87.6,89.0,69,86,36.8,9.1,G3
E0465,Đặng Gia Quân,Genesis Holding Office,Manufacturing,Production,Production Senior Specialist,Senior Specialist,1,E0753,54.0,59.7,62,90,58.4,0.9,G2
E0466,Lê Văn Dũng,Genesis Human Resources Services,Manufacturing,Maintenance,Maintenance Senior Specialist,Senior Specialist,1,E0780,85.5,66.2,43,78,50.3,2.1,G7
E0467,Đỗ Minh Hà,Genesis Holding Office,Manufacturing,Production,Production Staff,Staff,1,E0863,60.7,75.8,60,48,31.7,4.5,G4
E0468,Lê Thu Việt,Genesis Holding Office,CSR,Sustainability,Sustainability Specialist,Specialist,1,E0873,70.4,81.2,38,73,28.3,2.7,G10
E0469,Trần Thị Long,Genesis Green Manufacturing,Corporate,Finance,Finance Senior Specialist,Senior Specialist,1,E0291,89.1,88.1,89,84,48.8,3.0,G9
E0470,Đặng Gia Thảo,Genesis Holding Office,Manufacturing,Quality,Quality Staff,Staff,1,E0202,69.8,87.7,49,47,26.1,4.6,G10
E0471,Hồ Đức An,Genesis Human Resources Services,Commercial,Sales,Sales Supervisor,Supervisor,1,CEO,89.9,76.2,73,64,34.8,4.6,G2
E0472,Vũ Đức Việt,Genesis Holding Office,Manufacturing,Production,Production Manager,Manager,1,CEO,89.4,74.5,63,59,39.8,0.7,G9
E0473,Đặng Thu Linh,Genesis Human Resources Services,Manufacturing,Production,Production Staff,Staff,1,E0315,65.3,88.9,40,55,31.8,0.3,G4
E0474,Nguyễn Văn Nam,Genesis Social Responsibility Platform,Manufacturing,Production,Production Manager,Manager,1,CEO,79.4,99.0,27,71,27.4,0.4,G2
E0475,Nguyễn Minh Sơn,Genesis Holding Office,Manufacturing,Production,Production Specialist,Specialist,1,E0281,61.7,81.6,36,85,31.1,6.5,G2
E0476,Phạm Minh Bình,Genesis Fund & Innovation,Commercial,Sales,Sales Staff,Staff,1,E0259,87.8,61.7,63,59,48.8,6.9,G3
E0477,Nguyễn Đức Mai,Genesis Fund & Innovation,Manufacturing,Quality,Quality Senior Manager,Senior Manager,1,CEO,70.5,90.8,38,91,36.1,6.7,G5
E0478,Vũ Gia Nam,Genesis Green Manufacturing,Corporate,Procurement,Procurement Staff,Staff,1,E0933,69.9,73.3,38,42,29.4,5.1,G6
E0479,Trần Thị Sơn,Genesis Fund & Innovation,Corporate,HR,HR Senior Manager,Senior Manager,1,CEO,68.4,73.7,41,60,31.6,4.5,G7
E0480,Bùi Thu Nam,Genesis Social Responsibility Platform,Manufacturing,Quality,Quality Specialist,Specialist,1,E0940,62.9,83.1,72,59,34.1,1.7,G3
E0481,Hồ Minh Long,Genesis Holding Office,Manufacturing,Production,Production Staff,Staff,1,E0705,67.5,74.7,53,29,23.3,4.1,G2
E0482,Bùi Văn Minh,Genesis Human Resources Services,Manufacturing,Production,Production Manager,Manager,1,CEO,92.4,75.8,20,62,30.6,3.0,G7
E0483,Phạm Thu Minh,Genesis Fund & Innovation,Manufacturing,Supply Chain,Supply Chain Specialist,Specialist,1,E0831,86.8,48.8,64,95,60.0,2.2,G2
E0484,Đặng Gia An,Genesis Social Responsibility Platform,Manufacturing,Supply Chain,Supply Chain Supervisor,Supervisor,1,CEO,80.3,75.9,23,28,16.7,7.6,G5
E0485,Hồ Đức Nam,Genesis Social Responsibility Platform,Corporate,HR,HR Specialist,Specialist,1,E0617,85.0,73.2,59,83,41.9,5.1,G5
E0486,Trần Gia Long,Genesis Fund & Innovation,Manufacturing,Production,Production Supervisor,Supervisor,1,CEO,89.1,84.3,64,25,34.4,1.6,G7
E0487,Trần Gia Sơn,Genesis Holding Office,Manufacturing,Maintenance,Maintenance Staff,Staff,1,E0132,74.3,81.6,43,29,23.2,3.6,G6
E0488,Nguyễn Văn Chi,Genesis Fund & Innovation,Commercial,Sales,Sales Supervisor,Supervisor,1,CEO,67.5,77.6,71,37,30.8,1.0,G10
E0489,Bùi Thu Quân,Genesis Green Manufacturing,Manufacturing,Production,Production Staff,Staff,1,E0992,85.6,65.3,26,13,24.5,3.8,G10
E0490,Đỗ Minh Phúc,Genesis Holding Office,Manufacturing,Production,Production Staff,Staff,1,E0531,55.4,80.0,45,14,30.3,3.8,G5
E0491,Đỗ Thị Tâm,Genesis Holding Office,Manufacturing,Quality,Quality Staff,Staff,1,E0330,73.1,71.7,69,34,35.1,2.9,G8
E0492,Vũ Minh Quân,Genesis Human Resources Services,Manufacturing,Maintenance,Maintenance Staff,Staff,1,E0780,81.7,73.9,40,30,32.1,4.3,G5
E0493,Hoàng Thị Tâm,Genesis Fund & Innovation,Manufacturing,Supply Chain,Supply Chain Specialist,Specialist,1,E0318,83.5,87.1,30,90,32.5,4.4,G2
E0494,Bùi Gia Việt,Genesis Green Manufacturing,Manufacturing,Production,Production Supervisor,Supervisor,1,CEO,86.4,74.8,50,24,29.5,3.6,G6
E0495,Phạm Đức Tuấn,Genesis Human Resources Services,Commercial,Marketing,Marketing Staff,Staff,1,E0228,84.0,81.0,58,19,26.0,2.4,G10
E0496,Phạm Văn Tâm,Genesis Green Manufacturing,Manufacturing,Production,Production Senior Manager,Senior Manager,1,CEO,76.9,78.9,29,76,32.6,8.4,G6
E0497,Trần Đức Bình,Genesis Social Responsibility Platform,Executive,Strategy,Strategy Staff,Staff,1,E0826,82.4,55.9,23,11,34.8,8.1,G3
E0498,Vũ Minh Nam,Genesis Social Responsibility Platform,Commercial,Marketing,Marketing Senior Specialist,Senior Specialist,1,E0792,69.3,89.5,58,80,44.7,2.9,G3
E0499,Hoàng Minh Tuấn,Genesis Holding Office,CSR,Sustainability,Sustainability Senior Specialist,Senior Specialist,1,E0458,68.3,80.3,59,80,37.8,7.8,G5
E0500,Trần Đức Trang,Genesis Fund & Innovation,Technology,Automation,Automation Specialist,Specialist,1,E0692,86.7,66.1,71,90,58.9,2.0,G8
E0501,Nguyễn Thị Dũng,Genesis Green Manufacturing,Corporate,Finance,Finance Senior Specialist,Senior Specialist,1,E0878,85.2,65.1,65,85,47.4,2.4,G4
E0502,Lê Đức Tâm,Genesis Social Responsibility Platform,Manufacturing,Maintenance,Maintenance Staff,Staff,1,E0332,73.2,77.4,39,58,24.9,7.5,G10
E0503,Hồ Thị Việt,Genesis Green Manufacturing,Manufacturing,Production,Production Specialist,Specialist,1,E0388,77.9,92.0,60,88,43.2,1.0,G10
E0504,Hồ Minh Tuấn,Genesis Green Manufacturing,Corporate,Finance,Finance Staff,Staff,1,E0173,79.5,75.2,46,50,28.2,3.8,G10
E0505,Đặng Minh Dũng,Genesis Fund & Innovation,Executive,Transformation Office,Transformation Office Staff,Staff,1,E0650,86.1,65.3,44,17,31.1,3.2,G8
E0506,Hồ Thị Mai,Genesis Social Responsibility Platform,Manufacturing,Production,Production Manager,Manager,1,CEO,93.2,75.7,69,80,37.9,1.4,G4
E0507,Lê Thu Sơn,Genesis Social Responsibility Platform,Executive,Transformation Office,Transformation Office Staff,Staff,1,E0854,74.9,84.2,20,34,22.7,6.3,G4
E0508,Hoàng Minh Mai,Genesis Green Manufacturing,Technology,IT,IT Specialist,Specialist,1,E0958,54.7,94.2,76,83,45.7,5.9,G8
E0509,Vũ Đức Thảo,Genesis Fund & Innovation,Manufacturing,Quality,Quality Staff,Staff,1,E0202,73.8,66.0,21,58,38.0,1.7,G8
E0510,Đỗ Ngọc Chi,Genesis Human Resources Services,Manufacturing,Production,Production Senior Specialist,Senior Specialist,1,E0579,72.2,74.7,35,91,47.6,3.3,G4
E0511,Bùi Thị Chi,Genesis Fund & Innovation,Manufacturing,Quality,Quality Senior Manager,Senior Manager,1,CEO,70.9,90.7,53,75,26.8,6.4,G10
E0512,Nguyễn Gia Bình,Genesis Human Resources Services,Technology,Automation,Automation Staff,Staff,1,E0034,99.0,81.2,67,18,27.6,3.0,G10
E0513,Bùi Ngọc Yến,Genesis Green Manufacturing,Corporate,Finance,Finance Staff,Staff,1,E0562,73.6,61.3,58,65,51.4,4.3,G7
E0514,Trần Thị Dũng,Genesis Fund & Innovation,Technology,IT,IT Specialist,Specialist,1,E0198,64.3,71.8,45,87,39.8,1.6,G4
E0515,Hồ Đức Sơn,Genesis Holding Office,Manufacturing,Production,Production Specialist,Specialist,1,E0857,69.3,82.1,58,86,42.6,2.4,G9
